Name,Lat,Lon,Date,Time,Number
MG,-19.88336,-43.9572,12/3/2014,21:15:09,1
MG,-19.86212,-43.96893,12/3/2014,21:15:09,1
MG,-19.88336,-43.9572,12/3/2014,21:15:09,1
MG,-19.86212,-43.96893,12/3/2014,21:15:09,1
MG,-19.88336,-43.9572,12/3/2014,21:15:09,1
MG,-19.86212,-43.96893,12/3/2014,21:15:09,1
MG,-19.88336,-43.9572,12/3/2014,21:15:09,1
MG,-19.86212,-43.96893,12/4/2014,21:15:09,1
MG,-19.86212,-43.96893,12/4/2014,21:15:09,1
MG,-19.86212,-43.96893,12/4/2014,21:15:09,1
MG,-19.86212,-43.96893,12/4/2014,21:15:09,1
MG,-19.86212,-43.96893,12/4/2014,21:15:09,1
MG,-19.86212,-43.96893,12/4/2014,21:15:09,1
MG,-19.86212,-43.96893,12/4/2014,21:15:09,1
MG,-19.89676,-43.9476,12/5/2014,21:15:09,1
MG,-19.89676,-43.9476,12/5/2014,21:15:09,1
MG,-19.89676,-43.9476,12/5/2014,21:15:09,1
MG,-19.89676,-43.9476,12/5/2014,21:15:09,1
MG,-19.89676,-43.9476,12/5/2014,21:15:09,1
MG,-19.89676,-43.9476,12/5/2014,21:15:09,1
MG,-19.89676,-43.9476,12/5/2014,21:15:09,1
MG,-19.93007,-43.94796,12/6/2014,21:15:09,1
MG,-19.93007,-43.94796,12/6/2014,21:15:09,1
MG,-19.93007,-43.94796,12/6/2014,21:15:09,1
MG,-19.93007,-43.94796,12/6/2014,21:15:09,1
MG,-19.93007,-43.94796,12/6/2014,21:15:09,1
MG,-19.93007,-43.94796,12/6/2014,21:15:09,1
MG,-19.93007,-43.94796,12/6/2014,21:15:09,1
MG,-19.86212,-43.96893,12/7/2014,21:15:10,1
MG,-19.86212,-43.96893,12/7/2014,21:15:10,1
MG,-19.86212,-43.96893,12/7/2014,21:15:10,1
MG,-19.86212,-43.96893,12/7/2014,21:15:10,1
MG,-19.86212,-43.96893,12/7/2014,21:15:10,1
MG,-19.86212,-43.96893,12/7/2014,21:15:10,1
MG,-19.86212,-43.96893,12/7/2014,21:15:10,1
MG,-19.88336,-43.9572,12/8/2014,21:15:10,1
MG,-19.88336,-43.9572,12/8/2014,21:15:10,1
MG,-19.88336,-43.9572,12/8/2014,21:15:10,1
MG,-19.88336,-43.9572,12/8/2014,21:15:10,1
MG,-19.88336,-43.9572,12/8/2014,21:15:10,1
MG,-19.88336,-43.9572,12/8/2014,21:15:10,1
MG,-19.88336,-43.9572,12/8/2014,21:15:10,1
MG,-19.93897,-43.93381,12/9/2014,21:15:13,1
MG,-19.93897,-43.93381,12/9/2014,21:15:13,1
MG,-19.93897,-43.93381,12/9/2014,21:15:13,1
MG,-19.93897,-43.93381,12/9/2014,21:15:13,1
MG,-19.93897,-43.93381,12/9/2014,21:15:13,1
MG,-19.93897,-43.93381,12/9/2014,21:15:13,1
MG,-19.93897,-43.93381,12/9/2014,21:15:13,1
MG,-19.84594,-43.93706,12/10/2014,21:15:14,1
MG,-19.84594,-43.93706,12/10/2014,21:15:14,1
MG,-19.84594,-43.93706,12/10/2014,21:15:14,1
MG,-19.84594,-43.93706,12/10/2014,21:15:14,1
MG,-19.84594,-43.93706,12/10/2014,21:15:14,1
MG,-19.84594,-43.93706,12/10/2014,21:15:14,1
MG,-19.84594,-43.93706,12/10/2014,21:15:14,1
MG,-19.93077,-43.93983,12/11/2014,21:15:14,1
MG,-19.93077,-43.93983,12/11/2014,21:15:14,1
MG,-19.93077,-43.93983,12/11/2014,21:15:14,1
MG,-19.93077,-43.93983,12/11/2014,21:15:14,1
MG,-19.93077,-43.93983,12/11/2014,21:15:14,1
MG,-19.93077,-43.93983,12/11/2014,21:15:14,1
MG,-19.93077,-43.93983,12/11/2014,21:15:14,1
MG,-19.92929,-43.93683,12/12/2014,21:15:14,1
MG,-19.92929,-43.93683,12/12/2014,21:15:14,1
MG,-19.92929,-43.93683,12/12/2014,21:15:14,1
MG,-19.92929,-43.93683,12/12/2014,21:15:14,1
MG,-19.92929,-43.93683,12/12/2014,21:15:14,1
MG,-19.92929,-43.93683,12/12/2014,21:15:14,1
MG,-19.92929,-43.93683,12/12/2014,21:15:14,1
MG,-19.93618,-43.93602,12/13/2014,21:15:15,1
MG,-19.93618,-43.93602,12/13/2014,21:15:15,1
MG,-19.93618,-43.93602,12/13/2014,21:15:15,1
MG,-19.93618,-43.93602,12/13/2014,21:15:15,1
MG,-19.93618,-43.93602,12/13/2014,21:15:15,1
MG,-19.93618,-43.93602,12/13/2014,21:15:15,1
MG,-19.93618,-43.93602,12/13/2014,21:15:15,1
MG,-19.92295,-43.93675,12/14/2014,21:15:16,1
MG,-19.92295,-43.93675,12/14/2014,21:15:16,1
MG,-19.92295,-43.93675,12/14/2014,21:15:16,1
MG,-19.92295,-43.93675,12/14/2014,21:15:16,1
MG,-19.92295,-43.93675,12/14/2014,21:15:16,1
MG,-19.92295,-43.93675,12/14/2014,21:15:16,1
MG,-19.92295,-43.93675,12/14/2014,21:15:16,1
MG,-19.89676,-43.9476,12/15/2014,21:15:18,1
MG,-19.89676,-43.9476,12/15/2014,21:15:18,1
MG,-19.89676,-43.9476,12/15/2014,21:15:18,1
MG,-19.89676,-43.9476,12/15/2014,21:15:18,1
MG,-19.89676,-43.9476,12/15/2014,21:15:18,1
MG,-19.89676,-43.9476,12/15/2014,21:15:18,1
MG,-19.89676,-43.9476,12/15/2014,21:15:18,1
MG,-19.86695,-43.98933,12/16/2014,21:15:18,1
MG,-19.86695,-43.98933,12/16/2014,21:15:18,1
MG,-19.86695,-43.98933,12/16/2014,21:15:18,1
MG,-19.86695,-43.98933,12/16/2014,21:15:18,1
MG,-19.86695,-43.98933,12/16/2014,21:15:18,1
MG,-19.86695,-43.98933,12/16/2014,21:15:18,1
MG,-19.86695,-43.98933,12/16/2014,21:15:18,1
MG,-19.89676,-43.9476,12/17/2014,21:15:19,1
MG,-19.89676,-43.9476,12/17/2014,21:15:19,1
MG,-19.89676,-43.9476,12/17/2014,21:15:19,1
MG,-19.89676,-43.9476,12/17/2014,21:15:19,1
MG,-19.89676,-43.9476,12/17/2014,21:15:19,1
MG,-19.89676,-43.9476,12/17/2014,21:15:19,1
MG,-19.89676,-43.9476,12/17/2014,21:15:19,1
MG,-19.902402,-43.928176,12/18/2014,21:15:19,1
MG,-19.902402,-43.928176,12/18/2014,21:15:19,1
MG,-19.902402,-43.928176,12/18/2014,21:15:19,1
MG,-19.902402,-43.928176,12/18/2014,21:15:19,1
MG,-19.902402,-43.928176,12/18/2014,21:15:19,1
MG,-19.902402,-43.928176,12/18/2014,21:15:19,1
MG,-19.902402,-43.928176,12/18/2014,21:15:19,1
MG,-19.86119,-43.95187,12/19/2014,21:15:22,1
MG,-19.86119,-43.95187,12/19/2014,21:15:22,1
MG,-19.86119,-43.95187,12/19/2014,21:15:22,1
MG,-19.86119,-43.95187,12/19/2014,21:15:22,1
MG,-19.86119,-43.95187,12/19/2014,21:15:22,1
MG,-19.86119,-43.95187,12/19/2014,21:15:22,1
MG,-19.86119,-43.95187,12/19/2014,21:15:22,1
MG,-19.93897,-43.93381,12/20/2014,21:15:22,1
MG,-19.93897,-43.93381,12/20/2014,21:15:22,1
MG,-19.93897,-43.93381,12/20/2014,21:15:22,1
MG,-19.93897,-43.93381,12/20/2014,21:15:22,1
MG,-19.93897,-43.93381,12/20/2014,21:15:22,1
MG,-19.93897,-43.93381,12/20/2014,21:15:22,1
MG,-19.93897,-43.93381,12/20/2014,21:15:22,1
MG,-19.8873,-43.93291,12/21/2014,21:15:23,1
MG,-19.8873,-43.93291,12/21/2014,21:15:23,1
MG,-19.8873,-43.93291,12/21/2014,21:15:23,1
MG,-19.8873,-43.93291,12/21/2014,21:15:23,1
MG,-19.8873,-43.93291,12/21/2014,21:15:23,1
MG,-19.8873,-43.93291,12/21/2014,21:15:23,1
MG,-19.8873,-43.93291,12/21/2014,21:15:23,1
MG,-19.89937,-43.94393,12/22/2014,21:15:23,1
MG,-19.89937,-43.94393,12/22/2014,21:15:23,1
MG,-19.89937,-43.94393,12/22/2014,21:15:23,1
MG,-19.89937,-43.94393,12/22/2014,21:15:23,1
MG,-19.89937,-43.94393,12/22/2014,21:15:23,1
MG,-19.89937,-43.94393,12/22/2014,21:15:23,1
MG,-19.89937,-43.94393,12/22/2014,21:15:23,1
MG,-19.86212,-43.96893,12/23/2014,21:15:23,1
MG,-19.86212,-43.96893,12/23/2014,21:15:23,1
MG,-19.86212,-43.96893,12/23/2014,21:15:23,1
MG,-19.86212,-43.96893,12/23/2014,21:15:23,1
MG,-19.86212,-43.96893,12/23/2014,21:15:23,1
MG,-19.86212,-43.96893,12/23/2014,21:15:23,1
MG,-19.86212,-43.96893,12/23/2014,21:15:23,1
MG,-19.9152,-43.91925,12/24/2014,21:15:24,1
MG,-19.9152,-43.91925,12/24/2014,21:15:24,1
MG,-19.9152,-43.91925,12/24/2014,21:15:24,1
MG,-19.9152,-43.91925,12/24/2014,21:15:24,1
MG,-19.9152,-43.91925,12/24/2014,21:15:24,1
MG,-19.9152,-43.91925,12/24/2014,21:15:24,1
MG,-19.9152,-43.91925,12/24/2014,21:15:24,1
MG,-19.87698,-43.98132,12/25/2014,21:15:25,1
MG,-19.87698,-43.98132,12/25/2014,21:15:25,1
MG,-19.87698,-43.98132,12/25/2014,21:15:25,1
MG,-19.87698,-43.98132,12/25/2014,21:15:25,1
MG,-19.87698,-43.98132,12/25/2014,21:15:25,1
MG,-19.87698,-43.98132,12/25/2014,21:15:25,1
MG,-19.87698,-43.98132,12/25/2014,21:15:25,1
MG,-19.87698,-43.98132,12/26/2014,21:15:25,1
MG,-19.87698,-43.98132,12/26/2014,21:15:25,1
MG,-19.87698,-43.98132,12/26/2014,21:15:25,1
MG,-19.87698,-43.98132,12/26/2014,21:15:25,1
MG,-19.87698,-43.98132,12/26/2014,21:15:25,1
MG,-19.87698,-43.98132,12/26/2014,21:15:25,1
MG,-19.87698,-43.98132,12/26/2014,21:15:25,1
MG,-19.86212,-43.96893,12/27/2014,21:15:26,1
MG,-19.86212,-43.96893,12/27/2014,21:15:26,1
MG,-19.86212,-43.96893,12/27/2014,21:15:26,1
MG,-19.86212,-43.96893,12/27/2014,21:15:26,1
MG,-19.86212,-43.96893,12/27/2014,21:15:26,1
MG,-19.86212,-43.96893,12/27/2014,21:15:26,1
MG,-19.86212,-43.96893,12/27/2014,21:15:26,1
MG,-19.93007,-43.94796,12/28/2014,21:15:28,1
MG,-19.93007,-43.94796,12/28/2014,21:15:28,1
MG,-19.93007,-43.94796,12/28/2014,21:15:28,1
MG,-19.93007,-43.94796,12/28/2014,21:15:28,1
MG,-19.93007,-43.94796,12/28/2014,21:15:28,1
MG,-19.93007,-43.94796,12/28/2014,21:15:28,1
MG,-19.93007,-43.94796,12/28/2014,21:15:28,1
MG,-19.92711,-43.9262,12/29/2014,21:15:28,1
MG,-19.92711,-43.9262,12/29/2014,21:15:28,1
MG,-19.92711,-43.9262,12/29/2014,21:15:28,1
MG,-19.92711,-43.9262,12/29/2014,21:15:28,1
MG,-19.92711,-43.9262,12/29/2014,21:15:28,1
MG,-19.92711,-43.9262,12/29/2014,21:15:28,1
MG,-19.92711,-43.9262,12/29/2014,21:15:28,1
MG,-19.86119,-43.95187,12/30/2014,21:15:29,1
MG,-19.86119,-43.95187,12/30/2014,21:15:29,1
MG,-19.86119,-43.95187,12/30/2014,21:15:29,1
MG,-19.86119,-43.95187,12/30/2014,21:15:29,1
MG,-19.86119,-43.95187,12/30/2014,21:15:29,1
MG,-19.86119,-43.95187,12/30/2014,21:15:29,1
MG,-19.86119,-43.95187,12/30/2014,21:15:29,1
MG,-19.86119,-43.95187,12/31/2014,21:15:29,1
MG,-19.86119,-43.95187,12/31/2014,21:15:29,1
MG,-19.86119,-43.95187,12/31/2014,21:15:29,1
MG,-19.86119,-43.95187,12/31/2014,21:15:29,1
MG,-19.86119,-43.95187,12/31/2014,21:15:29,1
MG,-19.86119,-43.95187,12/31/2014,21:15:29,1
MG,-19.86119,-43.95187,12/31/2014,21:15:29,1
MG,-19.8865,-43.94822222,1/1/2015,21:15:31,1
MG,-19.8865,-43.94822222,1/1/2015,21:15:31,1
MG,-19.8865,-43.94822222,1/1/2015,21:15:31,1
MG,-19.8865,-43.94822222,1/1/2015,21:15:31,1
MG,-19.8865,-43.94822222,1/1/2015,21:15:31,1
MG,-19.8865,-43.94822222,1/1/2015,21:15:31,1
MG,-19.8865,-43.94822222,1/1/2015,21:15:31,1
MG,-19.86212,-43.96893,1/2/2015,21:15:31,1
MG,-19.86212,-43.96893,1/2/2015,21:15:31,1
MG,-19.86212,-43.96893,1/2/2015,21:15:31,1
MG,-19.86212,-43.96893,1/2/2015,21:15:31,1
MG,-19.86212,-43.96893,1/2/2015,21:15:31,1
MG,-19.86212,-43.96893,1/2/2015,21:15:31,1
MG,-19.86212,-43.96893,1/2/2015,21:15:31,1
MG,-19.88336,-43.9572,1/3/2015,21:15:33,1
MG,-19.88336,-43.9572,1/3/2015,21:15:33,1
MG,-19.88336,-43.9572,1/3/2015,21:15:33,1
MG,-19.88336,-43.9572,1/3/2015,21:15:33,1
MG,-19.88336,-43.9572,1/3/2015,21:15:33,1
MG,-19.88336,-43.9572,1/3/2015,21:15:33,1
MG,-19.88336,-43.9572,1/3/2015,21:15:33,1
MG,-19.86875,-43.955,1/4/2015,21:15:34,1
MG,-19.86875,-43.955,1/4/2015,21:15:34,1
MG,-19.86875,-43.955,1/4/2015,21:15:34,1
MG,-19.86875,-43.955,1/4/2015,21:15:34,1
MG,-19.86875,-43.955,1/4/2015,21:15:34,1
MG,-19.86875,-43.955,1/4/2015,21:15:34,1
MG,-19.86875,-43.955,1/4/2015,21:15:34,1
MG,-19.946813,-43.94046,1/5/2015,21:15:35,1
MG,-19.946813,-43.94046,1/5/2015,21:15:35,1
MG,-19.946813,-43.94046,1/5/2015,21:15:35,1
MG,-19.946813,-43.94046,1/5/2015,21:15:35,1
MG,-19.946813,-43.94046,1/5/2015,21:15:35,1
MG,-19.946813,-43.94046,1/5/2015,21:15:35,1
MG,-19.946813,-43.94046,1/5/2015,21:15:35,1
MG,-19.87698,-43.98132,1/6/2015,21:15:36,1
MG,-19.87698,-43.98132,1/6/2015,21:15:36,1
MG,-19.87698,-43.98132,1/6/2015,21:15:36,1
MG,-19.87698,-43.98132,1/6/2015,21:15:36,1
MG,-19.87698,-43.98132,1/6/2015,21:15:36,1
MG,-19.87698,-43.98132,1/6/2015,21:15:36,1
MG,-19.87698,-43.98132,1/6/2015,21:15:36,1
MG,-19.896643,-43.959583,1/7/2015,21:15:37,1
MG,-19.896643,-43.959583,1/7/2015,21:15:37,1
MG,-19.896643,-43.959583,1/7/2015,21:15:37,1
MG,-19.896643,-43.959583,1/7/2015,21:15:37,1
MG,-19.896643,-43.959583,1/7/2015,21:15:37,1
MG,-19.896643,-43.959583,1/7/2015,21:15:37,1
MG,-19.896643,-43.959583,1/7/2015,21:15:37,1
MG,-19.93252,-43.94741,1/8/2015,21:15:37,1
MG,-19.93252,-43.94741,1/8/2015,21:15:37,1
MG,-19.93252,-43.94741,1/8/2015,21:15:37,1
MG,-19.93252,-43.94741,1/8/2015,21:15:37,1
MG,-19.93252,-43.94741,1/8/2015,21:15:37,1
MG,-19.93252,-43.94741,1/8/2015,21:15:37,1
MG,-19.93252,-43.94741,1/8/2015,21:15:37,1
MG,-19.88336,-43.9572,1/9/2015,21:15:39,1
MG,-19.88336,-43.9572,1/9/2015,21:15:39,1
MG,-19.88336,-43.9572,1/9/2015,21:15:39,1
MG,-19.88336,-43.9572,1/9/2015,21:15:39,1
MG,-19.88336,-43.9572,1/9/2015,21:15:39,1
MG,-19.88336,-43.9572,1/9/2015,21:15:39,1
MG,-19.88336,-43.9572,1/9/2015,21:15:39,1
MG,-19.91915,-43.95273,1/10/2015,21:15:39,1
MG,-19.91915,-43.95273,1/10/2015,21:15:39,1
MG,-19.91915,-43.95273,1/10/2015,21:15:39,1
MG,-19.91915,-43.95273,1/10/2015,21:15:39,1
MG,-19.91915,-43.95273,1/10/2015,21:15:39,1
MG,-19.91915,-43.95273,1/10/2015,21:15:39,1
MG,-19.91915,-43.95273,1/10/2015,21:15:39,1
MG,-19.86212,-43.96893,1/11/2015,21:15:40,1
MG,-19.86212,-43.96893,1/11/2015,21:15:40,1
MG,-19.86212,-43.96893,1/11/2015,21:15:40,1
MG,-19.86212,-43.96893,1/11/2015,21:15:40,1
MG,-19.86212,-43.96893,1/11/2015,21:15:40,1
MG,-19.86212,-43.96893,1/11/2015,21:15:40,1
MG,-19.86212,-43.96893,1/11/2015,21:15:40,1
MG,-19.8873,-43.93291,1/12/2015,21:15:40,1
MG,-19.8873,-43.93291,1/12/2015,21:15:40,1
MG,-19.8873,-43.93291,1/12/2015,21:15:40,1
MG,-19.8873,-43.93291,1/12/2015,21:15:40,1
MG,-19.8873,-43.93291,1/12/2015,21:15:40,1
MG,-19.8873,-43.93291,1/12/2015,21:15:40,1
MG,-19.8873,-43.93291,1/12/2015,21:15:40,1
MG,-19.89676,-43.9476,1/13/2015,21:15:40,1
MG,-19.89676,-43.9476,1/13/2015,21:15:40,1
MG,-19.89676,-43.9476,1/13/2015,21:15:40,1
MG,-19.89676,-43.9476,1/13/2015,21:15:40,1
MG,-19.89676,-43.9476,1/13/2015,21:15:40,1
MG,-19.89676,-43.9476,1/13/2015,21:15:40,1
MG,-19.89676,-43.9476,1/13/2015,21:15:40,1
MG,-19.907397,-43.945302,1/14/2015,21:15:40,1
MG,-19.907397,-43.945302,1/14/2015,21:15:40,1
MG,-19.907397,-43.945302,1/14/2015,21:15:40,1
MG,-19.907397,-43.945302,1/14/2015,21:15:40,1
MG,-19.907397,-43.945302,1/14/2015,21:15:40,1
MG,-19.907397,-43.945302,1/14/2015,21:15:40,1
MG,-19.907397,-43.945302,1/14/2015,21:15:40,1
MG,-19.85048,-43.96363,1/15/2015,21:15:41,1
MG,-19.85048,-43.96363,1/15/2015,21:15:41,1
MG,-19.85048,-43.96363,1/15/2015,21:15:41,1
MG,-19.85048,-43.96363,1/15/2015,21:15:41,1
MG,-19.85048,-43.96363,1/15/2015,21:15:41,1
MG,-19.85048,-43.96363,1/15/2015,21:15:41,1
MG,-19.85048,-43.96363,1/15/2015,21:15:41,1
MG,-19.89676,-43.9476,1/16/2015,21:15:42,1
MG,-19.89676,-43.9476,1/16/2015,21:15:42,1
MG,-19.89676,-43.9476,1/16/2015,21:15:42,1
MG,-19.89676,-43.9476,1/16/2015,21:15:42,1
MG,-19.89676,-43.9476,1/16/2015,21:15:42,1
MG,-19.89676,-43.9476,1/16/2015,21:15:42,1
MG,-19.89676,-43.9476,1/16/2015,21:15:42,1
MG,-19.86695,-43.98933,1/17/2015,21:15:44,1
MG,-19.86695,-43.98933,1/17/2015,21:15:44,1
MG,-19.86695,-43.98933,1/17/2015,21:15:44,1
MG,-19.86695,-43.98933,1/17/2015,21:15:44,1
MG,-19.86695,-43.98933,1/17/2015,21:15:44,1
MG,-19.86695,-43.98933,1/17/2015,21:15:44,1
MG,-19.86695,-43.98933,1/17/2015,21:15:44,1
MG,-19.93618,-43.93602,1/18/2015,21:15:47,1
MG,-19.93618,-43.93602,1/18/2015,21:15:47,1
MG,-19.93618,-43.93602,1/18/2015,21:15:47,1
MG,-19.93618,-43.93602,1/18/2015,21:15:47,1
MG,-19.93618,-43.93602,1/18/2015,21:15:47,1
MG,-19.93618,-43.93602,1/18/2015,21:15:47,1
MG,-19.93618,-43.93602,1/18/2015,21:15:47,1
MG,-19.93628,-43.92686,1/19/2015,21:15:47,1
MG,-19.93628,-43.92686,1/19/2015,21:15:47,1
MG,-19.93628,-43.92686,1/19/2015,21:15:47,1
MG,-19.93628,-43.92686,1/19/2015,21:15:47,1
MG,-19.93628,-43.92686,1/19/2015,21:15:47,1
MG,-19.93628,-43.92686,1/19/2015,21:15:47,1
MG,-19.93628,-43.92686,1/19/2015,21:15:47,1
MG,-19.8873,-43.93291,1/20/2015,21:15:48,1
MG,-19.8873,-43.93291,1/20/2015,21:15:48,1
MG,-19.8873,-43.93291,1/20/2015,21:15:48,1
MG,-19.8873,-43.93291,1/20/2015,21:15:48,1
MG,-19.8873,-43.93291,1/20/2015,21:15:48,1
MG,-19.8873,-43.93291,1/20/2015,21:15:48,1
MG,-19.8873,-43.93291,1/20/2015,21:15:48,1
MG,-19.86875,-43.955,1/21/2015,21:15:49,1
MG,-19.86875,-43.955,1/21/2015,21:15:49,1
MG,-19.86875,-43.955,1/21/2015,21:15:49,1
MG,-19.86875,-43.955,1/21/2015,21:15:49,1
MG,-19.86875,-43.955,1/21/2015,21:15:49,1
MG,-19.86875,-43.955,1/21/2015,21:15:49,1
MG,-19.86875,-43.955,1/21/2015,21:15:49,1
MG,-19.86119,-43.95187,1/22/2015,21:15:49,1
MG,-19.86119,-43.95187,1/22/2015,21:15:49,1
MG,-19.86119,-43.95187,1/22/2015,21:15:49,1
MG,-19.86119,-43.95187,1/22/2015,21:15:49,1
MG,-19.86119,-43.95187,1/22/2015,21:15:49,1
MG,-19.86119,-43.95187,1/22/2015,21:15:49,1
MG,-19.86119,-43.95187,1/22/2015,21:15:49,1
MG,-19.93094,-43.93225,1/23/2015,21:15:49,1
MG,-19.93094,-43.93225,1/23/2015,21:15:49,1
MG,-19.93094,-43.93225,1/23/2015,21:15:49,1
MG,-19.93094,-43.93225,1/23/2015,21:15:49,1
MG,-19.93094,-43.93225,1/23/2015,21:15:49,1
MG,-19.93094,-43.93225,1/23/2015,21:15:49,1
MG,-19.93094,-43.93225,1/23/2015,21:15:49,1
MG,-19.907397,-43.945302,1/24/2015,21:15:53,1
MG,-19.907397,-43.945302,1/24/2015,21:15:53,1
MG,-19.907397,-43.945302,1/24/2015,21:15:53,1
MG,-19.907397,-43.945302,1/24/2015,21:15:53,1
MG,-19.907397,-43.945302,1/24/2015,21:15:53,1
MG,-19.907397,-43.945302,1/24/2015,21:15:53,1
MG,-19.907397,-43.945302,1/24/2015,21:15:53,1
MG,-19.86212,-43.96893,1/25/2015,21:15:53,1
MG,-19.86212,-43.96893,1/25/2015,21:15:53,1
MG,-19.86212,-43.96893,1/25/2015,21:15:53,1
MG,-19.86212,-43.96893,1/25/2015,21:15:53,1
MG,-19.86212,-43.96893,1/25/2015,21:15:53,1
MG,-19.86212,-43.96893,1/25/2015,21:15:53,1
MG,-19.86212,-43.96893,1/25/2015,21:15:53,1
MG,-19.87698,-43.98132,1/26/2015,21:15:54,1
MG,-19.87698,-43.98132,1/26/2015,21:15:54,1
MG,-19.87698,-43.98132,1/26/2015,21:15:54,1
MG,-19.87698,-43.98132,1/26/2015,21:15:54,1
MG,-19.87698,-43.98132,1/26/2015,21:15:54,1
MG,-19.87698,-43.98132,1/26/2015,21:15:54,1
MG,-19.87698,-43.98132,1/26/2015,21:15:54,1
MG,-19.84206,-43.96517,1/27/2015,21:15:55,1
MG,-19.84206,-43.96517,1/27/2015,21:15:55,1
MG,-19.84206,-43.96517,1/27/2015,21:15:55,1
MG,-19.84206,-43.96517,1/27/2015,21:15:55,1
MG,-19.84206,-43.96517,1/27/2015,21:15:55,1
MG,-19.84206,-43.96517,1/27/2015,21:15:55,1
MG,-19.84206,-43.96517,1/27/2015,21:15:55,1
MG,-19.841944,-43.987222,1/28/2015,21:15:57,1
MG,-19.841944,-43.987222,1/28/2015,21:15:57,1
MG,-19.841944,-43.987222,1/28/2015,21:15:57,1
MG,-19.841944,-43.987222,1/28/2015,21:15:57,1
MG,-19.841944,-43.987222,1/28/2015,21:15:57,1
MG,-19.841944,-43.987222,1/28/2015,21:15:57,1
MG,-19.841944,-43.987222,1/28/2015,21:15:57,1
MG,-19.89676,-43.9476,1/29/2015,21:15:58,1
MG,-19.89676,-43.9476,1/29/2015,21:15:58,1
MG,-19.89676,-43.9476,1/29/2015,21:15:58,1
